	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Nedd4	1.047192803	0.904219203	1.202006969	0.891975309	1.023584206	1.079595368	0.859847299	0.979862179	1.110061393	1.175808888	0.950890858	0.973048498	1.046821384	1.393144725	1.291261785	1.055294615	1.119760307	0.983627663	1.044079794	1.032296342	0.831348891	1.396566935	1.066131768	1.077721898	0.875164932	1.334017776	0.985450173	1.128734603	1.107805475	1.160636745	0.917490117	1.030606449
Psma2	1.099349692	1.114194254	0.930179609	0.989250423	1.120330381	1.071840611	1.046189338	0.872980875	1.01757811	0.994263749	1.054566023	1.097921252	1.199620499	0.940658025	1.037275093	1.000296991	1.102245884	1.031310996	0.965721978	1.049353939	1.095656041	1.013388189	0.986542354	0.925651219	1.065264617	0.987111201	1.050804241	0.973709801	1.021855135	1.046236557	0.980358539	1.096116037
Etfa	1.035432093	0.872672168	0.946444835	0.871322923	0.992855992	0.894137038	0.838231211	1.358636973	0.887200102	0.980554853	0.861251865	0.78715627	0.975592163	1.198486596	0.8882545	0.967867057	1.263154773	1.253363163	1.117083438	1.010049531	0.998449849	0.838038814	0.929855939	0.847065704	0.993190138	1.013901256	0.990043886	1.026122677	1.324071945	1.004119845	1.409998653	1.323132853
Cpa3	0.380222121	0.412447901	0.301141387	0.32869402	1.407765874	1.364321488	1.524686292	1.701977297	1.343932118	1.315956992	2.318052347	1.870604825	1.430879069	0.935983237	1.173463993	1.257376674	0.438088732	0.512379669	0.397834885	0.41465708	0.552192985	0.537516289	0.541894321	0.591070925	1.171616565	1.573909413	1.472152017	1.408616164	0.479596583	0.630155169	0.629973897	0.68758567
Golga2	1.089961152	1.029093934	0.882940818	1.021265232	1.081768667	1.001937797	1.207997301	1.217254465	1.036565256	0.929832899	1.024292372	1.108854743	1.002233996	0.988349135	0.929802984	1.061969425	1.137472171	0.934089961	1.046288552	0.875924833	1.097572609	1.32160073	0.92976647	0.972840722	1.018089523	0.909162615	1.249579337	0.960498668	0.919829531	0.906361867	1.049598473	1.092115332
Picalm	0.994932691	0.936674155	0.934972222	0.96828804	1.057252506	1.011221852	1.011463976	0.800237947	1.116589577	1.185577691	1.188273161	1.06039452	1.092497455	1.064292418	1.065573483	1.092543319	1.024577075	0.955725114	1.040657633	1.153648244	0.984252448	0.969169635	1.019471694	0.877169214	1.160706267	1.331222556	1.112923802	0.99264752	0.908167656	0.978215616	0.962161185	1.057615122
Sec24c	1.116742799	1.168592934	1.041126822	0.981326034	1.145185204	1.225533205	0.959762369	1.117407187	0.984368293	1.193160773	0.977883845	1.230289206	1.11650137	0.999532892	1.169427667	1.159950211	1.36397054	1.076852951	1.361030282	1.219150501	1.123613453	1.155599211	1.157788221	0.889499052	1.05595103	1.156698382	0.877905764	0.686689918	1.018362878	1.093369944	1.092380177	1.003252868
Ecpas	1.03993237	1.03184851	1.014925361	0.930834693	1.124835886	1.218720024	1.034954305	1.019935395	1.038612077	0.961113225	0.996082245	1.06210089	1.173956808	1.124054312	1.067539239	1.054153939	1.110328826	1.005968234	1.004825228	0.988627563	1.05121293	0.917689836	0.967164517	0.918383983	1.02049367	1.155734495	1.036041758	1.038999308	0.98025685	0.950525808	1.082549167	1.038925
Sgcd	1.140124494	1.118730104	1.119700713	1.140428166	0.877743884	0.858185891	0.992257731	1.026058684	0.974453592	0.919455265	0.951436028	1.014909705	0.89279087	0.881995925	1.013935695	0.985418045	0.967651943	1.04072486	1.076497611	1.096332207	1.078338495	1.167543345	1.179999368	1.110289085	0.865905098	0.839099322	0.887093116	0.863632982	0.99600913	0.956577264	0.941717009	0.997860682
Myh15	1.085752133	0.985411396	1.037861635	0.836500104	1.120179143	0.666651562	0.721180466	0.845756842	1.0230845	0.856667689	1.032909478	0.78165992	1.07623458	0.907356948	0.896334217	0.701020324	1.132467401	0.744404625	0.720325968	0.851072901	1.144479732	1.047229517	0.791471762	0.714685784	1.039783198	1.249073432	0.763753711	1.150746677	1.122275239	1.067567308	0.823977435	0.93041179
Atp5f1a	0.952658219	0.910625989	1.808382704	1.02692709	0.887609996	1.026820023	1.453341914	0.772121077	0.620496437	0.96302433	0.783517435	1.095405848	1.443631618	1.224336534	0.847571959	0.626417427	0.668407224	0.897131866	0.81921717	0.566913946	0.768372069	0.574909502	0.700623279	0.689964673	1.744233334	0.825444665	1.829993785	0.505566473	0.680299992	0.980909097	1.136774762	1.126373468
Atp5f1	0.933331148	0.945411241	1.822181806	1.017752264	0.890717767	1.023291124	1.425291196	0.799304502	0.626585773	0.992401057	0.802534012	1.082970034	1.467048106	1.227493221	0.86156724	0.63772728	0.697258594	0.933576198	0.854214538	0.587407824	0.847372138	0.607930142	0.753771693	0.726985205	1.661701718	0.852317099	1.751721973	0.531613969	0.698375982	1.007404821	1.157965513	1.115931351
Letm1	1.129917651	1.074059834	1.079636731	1.031570494	0.992448621	1.136600384	1.022242988	1.451130896	0.954024183	0.967235637	0.926706137	1.027205014	0.805187312	0.875682397	0.884204001	0.963876735	0.904212803	0.958919593	0.944372501	0.954930536	1.110514111	1.034651347	0.980177652	1.061526803	1.097898762	0.96505664	1.100013941	1.130713614	0.821557425	0.812334855	0.873751414	0.927786424
Mtnd3	1.128298236	1.096819423	1.421031282	1.167115385	1.072010769	1.361796071	1.194891345	0.941957726	0.828599092	1.290176955	1.063420717	1.355767155	1.261132006	1.44997741	1.04863349	0.732852614	0.936001997	1.078550816	0.918477131	0.842902617	0.9538155	0.509732538	0.643051423	0.701013906	1.103972307	1.116040811	1.199248808	0.592214892	0.744933448	1.123054218	1.291376249	1.337277005
Tmem126a	1.116949395	1.067105027	1.032205257	1.047156852	1.077484386	1.125423209	0.98036132	0.954384033	1.081825734	1.13840444	1.106845353	1.165569052	1.160311325	1.183397743	1.100870803	0.978735449	0.936799931	0.988398155	0.949121855	0.894841993	0.819575699	0.839972046	0.762609488	0.79324641	1.184034291	0.964971514	1.085933246	0.913090971	0.989633266	0.947637655	1.114314237	1.069843089
Grsf1	1.036965835	0.975132447	1.155304367	1.049651949	1.101046241	1.064558507	0.977237792	0.924840935	1.011455027	1.048912303	0.994297024	1.170671907	1.037826353	1.151014896	1.094958434	1.019350999	1.028371024	0.989731031	1.102758337	1.047694557	1.161964003	0.982103274	1.007478014	1.095708599	0.876835343	0.787255645	0.780839451	0.920842031	1.02334245	1.018868714	0.983181841	1.041642622
Cebpzos	1.145172845	1.149905281	1.086552696	1.036734893	1.203810161	1.384290979	0.992738862	1.281063131	1.008804174	0.892943337	0.982683733	0.922043684	1.139093213	0.935031487	1.049701176	1.07119314	1.029690985	0.885692144	0.886415363	0.900184752	0.884060798	1.200983977	0.771189618	0.79898042	0.955620591	0.931854256	0.909553382	1.132344507	1.058718652	0.976371024	0.969908725	0.949760309
Obsl1	1.557557135	1.369963919	1.573496551	1.448207547	0.78808999	0.862174652	0.641761104	0.808280557	0.96687969	0.900059721	0.803285994	0.707811695	0.862340923	0.779092103	1.063767793	0.936442794	1.190583213	0.965168395	1.114654513	1.223399497	1.548458958	1.424318094	1.594212458	1.445227367	0.66443571	1.02043598	0.8548247	1.036556818	1.251070348	1.137979815	1.046378777	0.985047305
Cd151	1.00332564	0.966033561	0.919133394	1.017714196	0.912655391	0.908585555	0.954921347	1.158352711	0.878481214	0.90719892	1.166954136	1.112014829	1.186697068	1.014286145	0.984147225	1.147770716	1.020383232	1.163339968	1.113505274	1.056067884	1.160083511	1.099546181	1.06579763	1.52261743	1.350786625	0.789402444	1.294143427	0.797618382	0.885305672	0.866253494	1.190684474	1.005857315
Myh10	1.115223768	1.154697008	1.106485622	1.004420602	1.051621036	1.040712579	0.947627659	0.891336566	1.084661766	0.947210892	1.009596128	0.88143184	0.951936832	0.944403575	0.984607236	0.997784321	1.107302683	1.085564297	1.074553209	0.904351652	1.083604015	1.053909681	1.16004895	0.923025595	1.059417172	1.10592239	1.086536847	1.217272086	1.107107995	1.088191587	1.066677227	1.150863359
Jph1	1.340413671	1.304780954	1.08135043	1.21537923	0.783538267	0.914476061	0.932820775	1.037375124	0.839227799	0.963705378	0.858367106	0.888996927	0.957812928	1.007531681	1.114987404	1.082570702	1.167008776	1.279827468	1.157771585	1.172198486	1.203985326	1.16630961	1.281401844	1.264369768	0.840255554	0.976876021	0.977889225	1.105225229	0.956304067	0.889389844	0.984274957	0.934516805
Dnajc7	1.017015273	0.843649267	1.181824235	1.022123705	1.035315547	1.057828764	1.307527064	1.120180691	0.805153411	0.915312041	0.880382473	0.887997972	0.988125079	1.082975247	1.096556278	1.149954133	1.057534825	1.01643616	0.998547977	1.017838302	1.113671027	1.220459052	1.237175628	1.286510766	1.21084073	0.883654796	1.307856572	1.065879795	1.163458219	1.079928338	1.12396848	1.046348827
Rasal2	1.089679849	1.115025238	1.006440942	1.529091772	1.007464703	1.191354562	1.224604359	1.323230188	0.993902255	1.10225845	0.968436332	0.812776381	0.896248742	1.027431308	1.054796412	1.141651765	1.302841247	1.186939692	1.172712257	1.356298593	1.088928287	1.186415632	1.312147952	1.285814959	0.86402618	1.122093915	1.191241645	1.419877531	1.036653974	1.117230279	1.100434358	0.857653489
Nes	1.014362859	0.966399811	0.941390473	0.875345035	1.178317728	1.122873227	1.126970121	0.89888818	1.302619501	1.058729086	1.104851232	1.13810267	1.097342793	1.154831858	1.069083928	1.044052054	0.859728537	0.754030127	0.808311283	0.81604871	1.010250437	0.975789119	1.254571857	0.857360912	1.094232093	0.944662035	1.06536927	1.013285984	1.185936154	1.029824782	0.958262328	1.06635716
Wtap	0.97534242	0.907302568	0.918763029	0.894644696	1.075610236	1.063282365	0.866044397	1.017154136	0.784097443	0.749233172	1.04908644	0.744422645	1.023178688	0.911234934	0.906188575	1.066722101	1.175438294	1.010818251	1.139263298	1.052916039	0.945826514	1.183178254	1.090294711	1.110542752	1.048024927	0.922657551	0.825474496	1.108059481	1.065707262	0.940908908	0.923859743	0.912844884
Asb2	0.896836574	1.054147444	0.935075935	1.169340278	0.977011482	0.869508945	0.973337489	1.164493944	1.158184214	1.116126501	0.853164269	0.926516637	0.818883877	0.81182834	0.968012983	1.013009433	0.983200326	1.010982106	1.204750845	1.170016251	1.330630457	1.476546084	1.092327626	1.290629163	1.179245693	1.102013009	1.241207603	1.235498585	1.036025844	0.916153987	0.994506895	1.066449962
Rer1	1.183721075	1.398653084	0.819028929	0.823176146	1.037422284	1.327398004	1.09664441	0.987353846	0.937280705	0.797983008	1.053520113	4.218400583	0.914950777	0.953168539	0.71651985	0.939513266	0.83381563	1.054234503	1.12383435	1.109597191	0.920329058	0.850876647	0.850100595	0.882461936	1.255011582	1.513522476	0.902117589	0.921637984	0.832815255	0.807397371	1.102712299	1.100540673
Psmd1	1.110750657	1.140419586	0.893889968	1.061192835	1.109070381	1.076856584	0.965153033	0.961410237	1.121827582	0.983607585	0.953332352	1.080562781	1.017293636	1.062269252	1.069964685	1.117216414	1.038044918	0.940160113	1.099160465	1.191527393	1.104392593	1.005828935	1.164096825	1.12932545	0.987839918	0.897914727	0.926639853	0.930373465	0.920536413	0.959499327	0.944455139	1.143877221
Smyd1	0.98500455	0.96993021	0.880251246	1.00144037	0.956773932	0.858590195	1.043021873	1.058183428	0.94543692	0.941240051	0.935945466	1.016301861	0.99885065	0.998051031	1.006355693	1.003887645	0.836088968	0.938300954	0.941241055	1.079291564	1.066747935	1.132927956	1.117288269	1.106484792	1.03303972	1.024218907	1.006954704	1.109758871	0.962292881	0.962788376	0.979964583	0.997828794
Gk	0.945867141	0.947575423	0.928785596	0.99374035	1.00272132	0.832639014	0.77108753	0.846904983	1.035439234	1.456208239	0.976312477	0.985806798	1.063110795	1.102183927	0.965231054	0.762689922	0.819666584	0.65294043	0.812798003	0.823388527	1.050638271	0.756446072	1.033119933	1.140390103	1.117194306	0.932797046	0.765109472	0.857720063	0.735989039	1.07792061	0.907435316	0.835916927
Tmem65	1.138775408	1.027185862	1.757465779	0.969247676	0.852557715	1.150518941	1.241121359	1.076707855	0.816183507	0.985171886	0.778006736	1.009404741	1.435092349	1.20074605	1.041746178	0.844780566	1.005129475	1.092514227	0.965950172	0.902219835	0.893261756	0.788769392	0.773473589	0.659719849	1.495078748	1.16230821	1.550519272	0.583306184	0.751523875	0.906444788	0.971660208	1.055274823
Ints2	0.861927424	1.060300881	1.032971818	1.051789627	0.809904206	0.920350921	0.928443001	1.072968937	1.025211063	1.168864793	1.056034944	0.865115454	0.874140881	0.965931383	1.049534952	1.075004327	1.074881741	0.96050603	1.048331293	1.057280108	0.991518616	1.248623114	1.10654032	1.066073078	0.944999654	1.167721427	0.979239353	1.149958464	1.123187638	1.20646298	0.928969073	1.056257933
Gm10273	0.993430833	0.970267289	0.96406868	1.054239261	1.089072658	1.213665385	1.045356014	0.986135851	1.009568715	1.128619816	1.062705951	1.223060442	1.014883298	1.06665253	1.040845408	0.940583943	0.968184183	0.944046739	0.952049272	1.049894293	1.025799652	1.004203207	0.964687486	1.009824481	1.170988304	1.049634874	1.115940328	0.967290441	0.976369008	0.987978044	1.069232589	1.054352117
Uqcrh	1.314809359	1.228245416	1.506271983	1.280594702	1.138688255	1.347701677	1.298079998	0.89557068	0.866853269	1.451319244	1.202071511	1.164682611	1.400895566	1.345276714	1.13137989	0.777406142	0.711061564	0.864523476	0.726630645	0.499153483	0.745924287	0.662114362	0.562848036	0.516336109	1.359529745	0.972573151	1.114332355	0.515364809	0.71670779	1.063018912	1.137012878	0.997384128
Psmb7	0.954378705	0.946846227	0.94906463	1.176880674	0.915563312	1.0077968	1.022611537	1.201171196	1.021266055	0.938307313	0.933337922	1.038664962	1.00308486	1.013467399	1.042161614	1.10203522	0.917863004	1.003735605	1.207047271	1.457657318	0.961991119	1.542286247	1.281021268	1.208164542	1.007056258	1.056412538	0.898782828	1.16999069	1.144626384	1.010735027	0.988622716	1.130383508
Atp5c1	0.926759459	0.927177421	1.792353006	0.99763021	0.889089513	0.990306557	1.404899608	0.767640155	0.617380528	0.954348565	0.776995776	1.021092681	1.434537201	1.205249723	0.854852402	0.614182004	0.682914635	0.877759184	0.810129058	0.565359235	0.817335748	0.599751532	0.714019082	0.685455947	1.751799228	0.831446465	1.7769858	0.519496029	0.706055889	0.985410628	1.111155544	1.102363141
Ndufa11	1.133648585	1.118449143	1.058487433	1.271488221	1.126179292	1.363242077	1.137460406	1.060032011	0.845769091	0.927895899	0.884649737	1.133559819	1.174985278	1.130763729	1.018071413	0.802379953	0.897836423	0.976355727	1.083553391	0.951227252	0.932111927	0.79972771	0.810322525	0.843655379	1.138211553	0.981105334	1.120152607	0.763746774	0.790193099	0.995488053	1.120963991	1.12539927
Mar2	0.766039209	0.813872064	0.744594456	0.805350739	1.008392798	1.037322647	0.882988207	0.922978078	1.10357192	1.102621158	1.11458558	1.093556049	0.948428604	0.97084298	1.033517218	1.017083021	1.308384952	1.277983562	1.323494414	1.207281461	0.946109467	0.97090542	0.87231145	0.95289361	0.991714562	0.982651385	0.963617097	0.98462421	1.04953724	1.13562184	1.160223263	1.036857355
Rbpms	0.9594095	1.082433799	1.040507531	1.142357623	0.980709277	0.922204765	0.884848267	0.795893059	1.07649541	1.115492245	1.126246549	1.14420089	0.919100499	0.995701295	1.12754612	0.97606541	1.03161186	1.113880236	1.022777187	1.090566777	0.966861349	0.995179413	0.963523638	0.947560131	0.850572416	0.868982807	0.785834344	0.813262589	1.021473207	1.035266648	1.044260052	1.140294891
Cul4a	1.427030065	1.532657862	1.027987979	1.118771601	0.821642382	0.965735533	0.940939666	1.123859197	0.809612534	1.058842319	1.02016449	0.901645092	1.356745216	0.96026739	1.064543168	1.121763296	0.944613932	0.916184784	1.14486896	1.081752601	0.962769352	1.247919912	1.311878529	1.226332958	1.174076288	1.070035679	0.943943816	1.091640655	1.007932922	1.104859927	0.934319754	0.976686361
Slc4a1	0.551916708	0.86832108	1.704727685	0.58212477	0.935422731	0.843293237	1.422325349	0.632327962	0.516257864	1.012065243	0.744842218	0.929630572	0.944169988	1.779866197	0.684189229	0.999030009	1.495930088	0.892413913	0.694846456	0.555772411	0.557325408	0.605724452	0.608717693	0.574013403	0.956730358	0.744269656	1.984499096	0.621943556	2.240313447	1.309726409	1.187199651	0.973751093
Eno1	1.000022825	0.932451689	0.974895493	1.004428852	1.032580908	0.855879488	1.009938035	1.170991326	1.006760857	1.040465977	0.817619389	1.103533933	0.945889727	1.172136418	1.123021019	1.105529582	0.821857266	0.867047307	0.977714785	1.160571816	0.908378359	1.058144905	0.830278748	1.024084114	0.946099745	1.004060911	0.914748715	1.114137706	1.074558621	1.064649983	0.885488319	1.149684123
Dag1	1.129102482	1.081908524	1.119898553	1.163995838	0.87112722	0.85555654	1.030281715	0.963746499	0.970754475	0.93171988	0.991539856	0.957229673	0.912700999	0.918197921	1.033912301	0.938534431	0.974446793	1.047668089	1.043418206	1.05026376	1.035515735	1.10706094	1.195045296	1.088703282	0.933606766	0.825344496	0.910338098	0.833122335	0.938045152	0.978217686	0.951957945	0.984529705
Cdv3	1.334342588	1.251303813	1.247748594	1.551672923	0.909494597	0.934253871	0.93350236	0.69588908	0.843740938	0.8268108	0.895661046	0.916389478	0.917063643	0.960233139	0.837428308	0.757807426	0.792853232	0.75879935	0.874084746	0.832591277	1.014372294	0.836894026	1.20148148	0.916142857	1.431448431	1.765461532	1.39502171	1.239165416	1.048213158	0.968247524	0.867860537	1.075523513
Ppih	0.957466088	0.965668553	1.011257227	1.016432173	1.201313352	1.053241027	1.004799504	0.987742941	1.014831576	0.934582254	0.974511477	0.891315658	1.122995554	0.917606172	1.028203397	1.00683819	1.015607719	1.053227408	1.052229694	1.062902878	1.090014773	1.241032808	1.056211796	1.137492123	0.928595932	1.128168429	0.994114378	1.031881565	1.05870986	1.020789077	0.933062383	0.901976553
Rcc2	0.880934256	1.075272051	1.033518846	1.059167189	1.173129367	1.03992589	0.921585929	1.034436849	1.152016144	0.874284414	1.050321722	0.844109478	1.162617328	0.8659156	0.951371204	1.057736086	1.376673169	1.031052847	1.06167448	0.993185918	1.244225084	1.205583687	1.21763256	0.974545513	0.948311375	1.16781139	1.108284847	1.08886589	1.092182797	0.927735664	0.943206985	0.927742378
Mrpl40	1.218729603	1.096044798	1.327220621	1.051598264	1.131377642	1.365478089	1.151146011	1.055769464	0.996389063	1.111746316	0.92584473	0.993916072	1.033945477	1.054673387	0.998735969	0.82858204	1.039744979	1.126051696	1.019612993	0.914579273	0.966161536	0.893937327	0.824901882	0.85665578	1.114614977	0.93928656	1.11380144	0.786957382	1.048272751	0.89802267	0.885800355	0.824261167
Ank1.1	0.973819822	0.952510789	0.895459217	1.021470856	0.938541918	0.915037608	1.088930179	1.050979904	0.936840221	0.760281806	0.986248332	0.964032619	0.893181973	0.830480896	0.880800653	1.123164014	1.025089214	1.204174585	1.100954438	1.301568004	1.212568228	1.516102729	1.375402101	1.593942797	0.96979739	0.885921507	0.943652821	0.954770415	1.105372159	1.115820131	1.137484248	1.154785744
