PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Atad3	0.06	0	0.01	-0.07	-0.07	0.01	-0.08	0.14
Ppib	-0.04	0	-0.1	-0.07	-0.09	0.01	-0.08	0.1
Fam98b	-0.16	0.05	-0.22	-0.05	0.04	-0.06	0.1	-0.14
Supt5h	-0.06	0.05	-0.19	-0.08	-0.04	0.14	-0.23	-0.04
Dctn6	-0.08	0	0.29	-0.07	0.07	0.05	0.16	-0.03
Eif3l	-0.06	0	0.03	-0.05	-0.06	-0.15	0.08	0.01
Tmx2	0.06	0.05	0.08	0.04	0.14	0.14	-0.18	0.11
Tcaim	0.11	0.05	0.07	0	0.03	-0.03	-0.18	0.21
Trdn	-0.05	0.05	-0.02	-0.13	0.01	0.26	-0.19	-0.12
Trim63	0.14	0.05	0.07	-0.11	0	-0.21	0.06	0.19
Supv3l1	0.12	0.05	-0.06	0.05	0.1	0.16	-0.16	0.16
Srsf4	0.04	0	-0.11	-0.32	-0.35	-0.35	0.11	-0.06
Mmaa	0	0.05	-0.26	0.07	0.08	-0.16	0.09	-0.25
Svil	-0.16	0.05	0	-0.08	0.08	-0.01	-0.21	-0.02
Rps27	-0.06	0	0.17	-0.13	-0.02	-0.04	0.06	-0.04
Hnrnpab	-0.17	0	-0.32	-0.33	0.06	0	-0.37	-0.08
Nfix.1	-0.07	0.05	-0.17	-0.15	-0.05	0.06	-0.17	-0.11
Thy1	-0.01	0	-0.11	-0.1	-0.03	-0.05	-0.09	-0.16
Dkc1	-0.18	0.05	-0.21	-0.31	0	0.03	-0.27	-0.09
Hnrnpu	-0.16	0.05	-0.25	-0.32	0.06	-0.02	-0.35	-0.02
Scaf1	-0.1	0.05	-0.17	-0.15	0.08	0.16	-0.2	0.04
Dock6	0.01	0	0.1	-0.02	0.12	-0.04	-0.21	0
Cdkn2aip	-0.32	0	-0.08	-0.34	0.08	-0.03	-0.37	-0.07
Armc1	0	0	0.2	0.12	0.03	-0.02	0.22	0.06
Rpl4	-0.04	0.05	0	-0.07	0.03	-0.02	-0.05	-0.08
Cyfip1	0.1	0	-0.06	0.04	0.03	0.04	-0.06	0.1
Sept9	0	0	-0.23	-0.04	-0.09	-0.11	-0.17	0.01
Psmc3	-0.05	0	0	-0.15	0.12	0.02	-0.02	-0.18
Magoh	-0.17	0.05	-0.25	-0.27	0.05	-0.03	-0.08	-0.03
Acacb	0.06	0	0.14	-0.12	0.08	0.01	-0.15	-0.07
Rpl17	-0.01	0.05	-0.02	-0.11	0.02	0	-0.09	-0.09
Col15a1	0.01	0.05	-0.07	-0.06	-0.08	-0.41	-0.08	-0.19
Dnajc10	0	0	-0.24	0.09	-0.01	-0.01	-0.02	0.05
Smarcb1	-0.15	0.05	-0.23	-0.16	-0.04	0.07	-0.16	-0.15
Senp7	-0.15	0	0.08	-0.17	-0.08	0.03	-0.31	-0.11
Map4k5	-0.18	0.05	-0.13	0.08	0.21	-0.03	-0.15	0.07
Cfl2	-0.11	0	0.06	0.17	0.16	0.09	0.3	-0.3
Col3a1	0.01	0	-0.06	-0.17	-0.39	-0.54	-0.74	0.18
Cavin3	0.03	0.01	0.01	-0.15	-0.23	-0.1	0.13	-0.01
Tjp1	0.04	0.01	-0.04	-0.14	-0.03	-0.09	-0.09	0.05
Gatad2b	-0.06	0.05	-0.16	-0.08	0.04	0.08	-0.23	-0.04
Erc1	0.08	0.01	-0.09	-0.01	-0.01	-0.06	-0.05	0.13
Wdr1	0	0.05	-0.01	0.08	-0.02	0.04	0.07	-0.08
Cluh	0.23	0.01	0.14	0.05	-0.1	-0.08	0.27	0.1
Rsl1d1	-0.2	0.05	-0.11	-0.17	0.04	0.1	-0.15	-0.03
Rpl23	-0.08	0.05	0.02	-0.08	0.01	-0.02	-0.03	-0.07
Naca	-0.07	0.01	-0.03	-0.15	0.04	0.05	-0.13	-0.06
Arhgap26	0.08	0.05	0.12	-0.14	0.02	0.02	-0.24	-0.03
Serpinb6a	-0.15	0.05	-0.3	-0.05	0.06	-0.07	0.15	-0.5
Rbm22	-0.08	0.05	-0.22	-0.16	-0.05	0.03	-0.17	-0.05
Agps	0.02	0.05	0.23	0	0.02	-0.1	-0.16	0.04
Cenpa	-0.11	0.01	-0.08	-0.44	-0.13	-0.05	-0.39	0.04
Rftn1	0.02	0.05	-0.01	-0.1	-0.16	-0.21	-0.11	0.03
Hnrnph1	-0.02	0.01	-0.12	-0.2	0.01	-0.08	-0.18	0
Rprd2	-0.22	0.01	-0.18	-0.15	-0.01	-0.12	0.01	-0.01
Adssl1	0.2	0.01	-0.01	0.04	-0.11	-0.17	-0.22	0.21
Tjp2	0.06	0.01	-0.06	-0.11	-0.17	-0.03	-0.08	0.1
Rpl27a	-0.03	0.05	0.01	-0.05	-0.01	-0.02	-0.06	-0.09
Prkar2a	-0.12	0.01	0.12	-0.03	0.04	-0.17	0.15	-0.12
Phf2	-0.05	0.05	-0.14	-0.18	0.01	0.17	-0.22	-0.05
Atp13a1	-0.02	0.01	-0.01	0.12	-0.04	0.02	-0.2	0.05
Homer2	0.1	0.01	-0.02	0.13	0.12	0.04	0	-0.07
Srp54	0.07	0.01	0.04	-0.06	-0.07	-0.05	0.06	0.11
Hmgn5	-0.3	0.05	-0.51	-0.48	0.08	-0.04	-0.63	-0.19
Eif3e	-0.04	0.01	0	0	-0.07	-0.22	0.07	0.02
Hip1	0.15	0.05	0.1	0.11	0.02	0.03	-0.29	0.03
Loxl1	0.38	0.01	-0.01	0.13	-0.2	-0.16	-0.51	0.21
Rpl28	-0.01	0.05	-0.04	-0.11	0.03	0.01	-0.05	-0.05
Rps9	-0.05	0.05	0.01	-0.11	-0.02	-0.13	0.05	-0.01
Sf3b2	-0.08	0.04	-0.11	-0.17	0.01	0.11	-0.05	0
Timm21	0.1	0.01	0.21	-0.1	-0.01	0.18	0.08	0.08
Rdh13	0.2	0.01	0.11	0.05	0.04	0.14	0.06	0.1
Nat10	-0.08	0.04	-0.24	-0.01	-0.1	0.15	-0.05	-0.12
Tubgcp2	-0.03	0.04	-0.09	-0.09	0.04	0.08	-0.14	-0.08
Hdgf	-0.19	0.01	-0.18	-0.29	0	-0.13	-0.37	-0.19
Top1	-0.13	0.01	-0.25	-0.2	0.02	0.1	-0.2	-0.14
Hnrnpr	-0.11	0.01	-0.19	-0.19	0.04	-0.03	-0.25	0.02
Edf1	-0.02	0.01	-0.08	-0.16	0.06	-0.05	-0.14	-0.05
Hnrnpa3	-0.05	0.04	-0.07	-0.22	0.08	0.02	-0.19	-0.02
Ppp1r12a	-0.03	0.01	-0.04	-0.14	0	0.04	0	0.03
Snrnp40	0.02	0.04	0.01	-0.18	0	0.19	-0.14	-0.06
Sspn	-0.16	0.04	0.16	0.07	-0.06	0.09	0.18	-0.03
Tpr	-0.11	0.04	-0.2	-0.23	0.04	0.16	-0.19	-0.09
Limd1	-0.05	0.01	-0.01	-0.01	-0.14	0.09	0.2	-0.14
Mterf2	0.07	0.01	0.17	0.12	0.28	0.05	-0.39	0.05
Gm20498	0.06	0.01	0.1	0.11	0.03	0.03	0.26	0.03
Xrn2	-0.22	0.01	-0.15	-0.25	-0.1	0	-0.19	-0.17
Fam120c	-0.09	0.01	-0.19	-0.06	0.06	-0.11	-0.19	-0.07
Lima1	0.05	0.01	-0.24	-0.12	0.06	0.06	-0.08	-0.03
Rps29	-0.06	0.01	0.16	-0.13	-0.04	-0.13	0.1	-0.09
Mtus1	-0.01	0.01	-0.2	-0.18	-0.19	-0.12	-0.11	-0.06
Api5	-0.12	0.04	-0.08	-0.29	0.06	0.08	-0.25	-0.08
Lmf2	-0.06	0.04	0.14	-0.05	-0.25	0.07	-0.37	-0.11
Ppp1cb	-0.22	0.01	0.04	-0.17	0.14	0	-0.19	-0.1
Pcnt	0	0.01	-0.06	-0.06	0	0	-0.28	0.03
Ctnnb1	-0.11	0.01	-0.02	-0.11	0.21	0.22	-0.1	-0.09
Mapre1	0.23	0.04	0.13	0.08	0.01	0.04	0.22	0.02
Emc10	0.07	0.01	0.02	-0.04	0.05	0.01	-0.07	-0.26
Ppfibp1	-0.03	0.04	-0.08	-0.1	-0.1	0.02	-0.1	-0.07
Cct3	-0.02	0.01	-0.1	-0.11	-0.11	-0.14	0.09	-0.04
Gnas	0.04	0.01	0.23	0	-0.05	-0.19	0.14	0.02
Rpl5	-0.03	0.04	-0.05	-0.11	0.03	-0.03	-0.12	-0.03
Rab18	-0.01	0.01	0.11	-0.03	0.05	0.02	0.45	-0.25
Zfp37	0.07	0.01	-0.15	-0.02	0.24	0.28	-0.14	0.14
Samm50	-0.03	0.01	0.06	0	0	0.06	-0.04	0.02
Fyb1	0.14	0.01	-0.14	0.35	-0.64	-0.06	-0.39	0.06
Prob1	-0.04	0.04	0.02	-0.08	0.03	-0.18	-0.05	-0.08
Cdh2	-0.07	0.04	0.07	-0.1	0.2	0.14	0.07	-0.14
Arhgef17	-0.19	0.04	-0.45	0.16	-0.1	-0.12	-0.2	0.4
Parp1	-0.14	0.01	-0.27	-0.33	0.05	0.16	-0.41	-0.16
X2310022A10Rik	-0.13	0.04	-0.15	-0.24	0.06	0.1	-0.22	-0.06
Rps26	-0.09	0.04	0.04	-0.03	0.01	-0.17	0.09	-0.03
Ptbp2	-0.16	0.01	-0.21	-0.27	0.08	-0.08	-0.19	-0.08
Metap1	-0.04	0.04	-0.11	-0.02	0.1	0.06	-0.19	0.08
Tnxb	0.08	0.01	0	0.03	-0.2	-0.12	-0.11	0.04
Lsm12	0.01	0.04	-0.07	-0.35	0.07	-0.26	-0.06	-0.02
Mrpl11	0.2	0.04	0.31	0.02	-0.27	0.19	-0.05	0
Rps12.ps3	-0.02	0.04	-0.01	-0.16	-0.06	-0.1	-0.06	0.01
Macf1	-0.01	0.01	-0.04	-0.09	0.01	-0.03	-0.21	-0.01
Spcs2	-0.3	0.04	0.11	-0.15	0.11	0.03	-0.3	0
Fip1l1	0	0.01	-0.13	-0.2	-0.17	0.09	-0.2	0.04
Phldb1	0.05	0.01	-0.04	-0.14	0.2	0.03	-0.14	-0.1
Lsmem1	-0.17	0.04	0.03	0.27	-0.08	-0.33	0.15	0.12
Mrpl50	0.15	0.04	0.21	0.21	0.08	-0.08	0.32	0.05
Eif3f	0	0.04	0.09	-0.06	0.04	-0.17	0.22	0.12
Exoc7	0.15	0.01	0.02	-0.04	0.15	0	-0.26	-0.08
Cpsf7	-0.04	0.04	-0.12	-0.16	-0.03	-0.02	-0.22	0.03
Use1	-0.01	0.04	0.07	0.05	-0.02	0.05	0.03	0.02
Uqcc2	0.11	0.04	0.09	0.06	0.01	0.29	-0.08	0.01
Mff	0.08	0.01	0.3	0.02	-0.06	0.04	0.29	-0.07
Rps8	-0.03	0.04	0.04	-0.14	-0.03	-0.12	-0.03	-0.01
Lpgat1	-0.12	0.04	0.1	0.07	0.09	0.05	0.04	-0.05
Tfam	0.07	0.01	-0.03	-0.01	0	0.28	-0.02	0.03
Nifk	-0.06	0.01	-0.18	-0.23	0.05	0.39	0	-0.14
Chchd7	-0.06	0.01	-0.11	-0.04	0.16	0.21	-0.25	-0.14
Filip1	-0.12	0.04	0	-0.24	0.12	0.02	-0.06	-0.09
Myo18a.2	-0.02	0.01	-0.06	-0.06	0.09	0.03	-0.22	-0.02
Zc3h18	-0.06	0.01	-0.2	-0.17	-0.02	0.04	-0.1	-0.03
Mogs	0.34	0.01	0.1	0.11	0.01	0.08	-0.12	0.04
Rbbp5	-0.06	0.01	-0.65	-0.32	-0.23	0.16	-0.31	-0.12
Sorbs2.3	0.02	0.01	0.09	0.01	0.13	0.16	0.21	-0.09
Leng1	0	0.01	0.07	-0.19	0.06	-0.14	-0.18	-0.18
Lims1	-0.02	0.04	-0.09	-0.04	-0.08	0.08	-0.2	0.11
Rpl10	-0.04	0.04	-0.09	-0.06	-0.01	-0.05	-0.07	-0.05
Arpc3	0.18	0.04	0.08	0.25	0.02	-0.19	0.15	-0.05
Myo1b	-0.01	0.04	-0.13	0.03	-0.02	-0.03	-0.09	0.04
Casp8ap2	-0.51	0.01	0.26	-0.4	0.09	0.25	0.18	0.13
Arpc2	0.19	0.01	0.05	0.29	-0.04	-0.15	0.22	-0.04
Znf706	-0.14	0.01	-0.06	-0.21	-0.05	0.05	-0.24	-0.07
Cd2ap	0.01	0.01	-0.16	-0.04	-0.03	0.04	-0.1	0.03
Rab12	0.13	0.04	0.22	0.05	0.05	0.02	0.25	0.05
Zc3h14	0.04	0.04	-0.13	-0.02	0.01	0.2	-0.26	-0.07
Top2b	-0.03	0.01	-0.06	-0.03	0.03	0.09	-0.07	-0.14
Card19	-0.06	0.04	-0.13	0.01	0	-0.01	-0.09	0.01
Gstm1	-0.24	0.04	-0.12	0.11	0.11	0.18	-0.12	-0.15
Pabpn1	-0.11	0.01	-0.3	-0.34	-0.01	-0.05	-0.42	-0.03
Acadm	0.39	0.01	0.03	0.18	-0.34	-0.32	-0.27	0.22
Cpt2	0.37	0.04	0.23	0.55	0.1	-0.26	-0.25	0.14
Uqcr10	0.19	0.01	0.68	0.63	0.06	-0.28	1.11	-0.23
Eif3i	0.08	0.04	0.03	-0.06	-0.07	-0.19	0.1	0.01
Stt3a	0.04	0.01	0.02	0.1	0.02	-0.05	0	0
NA..5	-0.04	0.01	0.1	0.01	0.06	-0.02	0.24	0
Zfr	-0.11	0.04	-0.22	-0.28	0.05	0.08	-0.28	0.01
Lars	-0.06	0.01	-0.01	-0.03	0.01	-0.02	-0.1	-0.15
Flot2	0	0.01	0	-0.04	0.06	-0.04	0.03	0.14
Dctn5	-0.14	0.01	-0.2	-0.17	0.16	0.01	-0.07	-0.29
Uaca	-0.03	0.01	-0.03	0.04	-0.02	-0.15	-0.07	-0.06
Rpl10a	-0.07	0.04	0.04	-0.08	0.01	0.01	0.01	-0.06
Fn3k	0.05	0.04	0.02	0.14	0.17	-0.03	-0.09	-0.08
Huwe1	0.26	0.01	0.19	-0.22	-0.13	-0.09	-0.07	0.1
Prelp	0.02	0.01	0.01	-0.02	-0.26	-0.28	-0.05	0.03
Psmd14	-0.09	0.04	0.12	-0.01	0.31	-0.04	0.1	-0.07
Ywhah	0.07	0.01	-0.02	0.23	-0.17	-0.05	0.05	0.06
Champ1	-0.14	0.01	-0.22	-0.1	0.02	0.21	-0.48	0.03
Cct8	-0.01	0.04	-0.09	-0.15	-0.13	-0.16	0.18	-0.06
Denr	0.1	0.01	-0.15	0.11	0.11	-0.22	-0.28	-0.01
Caskin2	0.05	0.04	-0.03	-0.1	0.04	-0.09	-0.34	0.06
Col1a1	0.06	0.01	-0.08	-0.04	-0.35	-0.33	-0.68	0.26
Acox1	0.22	0.01	0.19	0.37	0.16	-0.16	0.07	-0.01
Baz1b	-0.35	0.04	0	-0.28	-0.04	0.05	-0.32	-0.03
Cdk5rap3	-0.06	0.04	0.07	0	-0.04	-0.11	0.07	-0.05
Vcan	0.1	0.04	-0.01	-0.03	-0.14	0.07	-0.15	0.02
Ctnna1	-0.11	0.01	-0.02	-0.13	0.18	0.16	-0.11	-0.12
Rab35	0.01	0.04	0.02	0	-0.15	-0.15	0.05	0.1
Tmed4	0.08	0.04	0.25	0.06	0.07	0.02	0.49	-0.02
Lman2	0.07	0.01	0.13	-0.03	-0.16	-0.04	0.48	0.12
Rbmx	-0.06	0.04	-0.24	-0.26	0.05	0.09	-0.23	-0.01
Thrap3	-0.1	0.04	-0.1	-0.29	-0.15	0.03	0.09	0.05
Plin1	-0.25	0.04	0.04	-0.54	0.27	0.02	-0.19	-0.08
Ccar1	-0.01	0.01	-0.14	-0.22	0.04	0.13	-0.16	-0.03
Psmd7	0.04	0.01	-0.04	-0.17	0.16	-0.11	0.14	-0.13
Hist2h2aa1	-0.14	0.04	-0.31	-0.64	-0.3	0.35	-0.84	-0.34
Mcur1	0.28	0.01	0.36	0.33	-0.17	-0.17	0.56	-0.07
Ssrp1	-0.07	0.04	-0.08	-0.18	0.01	0.13	-0.13	-0.01
Gtpbp4	-0.16	0.01	-0.19	-0.1	0.09	0.15	-0.18	0.02
Sumo2	-0.17	0.04	-0.24	-0.15	0.19	0.04	-0.34	-0.13
Myadm	0	0.04	-0.23	-0.1	-0.01	-0.14	-0.15	-0.1
Eif3b	-0.03	0.04	0.03	0.04	-0.03	-0.07	0.01	0.02
Coro1a	0.23	0.04	0.01	0.33	-0.38	0.03	-0.03	0.09
Ubap2	-0.14	0.02	-0.2	-0.26	0.02	-0.18	-0.15	0.05
Tmco1	0.07	0.04	0.05	0.02	0.19	0.1	-0.1	0.21
Ecsit	0.23	0.02	0.18	0.08	-0.13	-0.21	0.29	0.08
Nde1	-0.09	0.02	-0.02	-0.1	-0.15	-0.07	-0.15	0
Rpl36	-0.06	0.04	-0.01	-0.06	0.04	-0.03	0	-0.05
Hmga1	-0.26	0.02	-0.38	-0.56	0	0.04	-0.58	-0.27
Acad9	0.19	0.04	0.3	0.13	-0.09	0.03	0.14	0.14
Inppl1	0.16	0.02	0.08	0.12	-0.03	0.06	-0.01	0.17
Flot1	0	0.04	-0.02	0.02	-0.02	-0.03	0.16	0.04
Hnrnpl	-0.09	0.02	-0.24	-0.27	0.04	-0.01	-0.32	-0.01
Atrx	-0.01	0.02	-0.14	-0.13	0.06	-0.02	-0.28	-0.09
Afg3l1	0.18	0.04	0.21	0.02	-0.15	-0.12	-0.02	0.19
Ddx47	-0.2	0.02	-0.13	-0.11	0.08	0	-0.17	0.03
Myef2	-0.15	0.04	-0.13	-0.2	-0.12	-0.12	-0.23	-0.07
Prkra	-0.07	0.02	0	-0.04	-0.04	-0.03	-0.2	0.11
Strn3	-0.02	0.02	0.08	-0.14	0.15	0.08	-0.01	-0.02
Bri3bp	0.08	0.02	0.18	0.07	0.03	-0.07	0.07	0.08
Vps33a	0.18	0.02	0.06	0.13	0.04	0.02	0.18	0.01
Sp100	0.04	0.02	-0.23	-0.06	-0.22	-0.09	-0.12	-0.07
Gnl3	-0.35	0.02	0.01	-0.24	0.28	0.18	-0.14	-0.01
Elmsan1	-0.06	0.02	-0.14	-0.12	-0.22	0.21	-0.11	-0.03
Mcat	0.09	0.04	0.07	0.11	-0.08	0.16	0.11	0.24
Mtdh	-0.03	0.02	-0.02	-0.11	-0.06	-0.08	0.03	0.05
Mfsd10	-0.17	0.02	-0.37	0.01	-0.16	0.05	-0.12	-0.01
Ddx18	-0.14	0.04	-0.1	-0.23	-0.06	0.27	-0.06	-0.09
Mylk3	0.09	0.02	-0.01	0.02	-0.17	-0.14	-0.18	0.2
Hspa9	0.25	0.02	0.23	0.1	-0.1	-0.01	0.25	0.06
Lrrfip2	0.04	0.02	-0.09	-0.11	0.07	0.04	-0.1	0.05
Eci2	-0.1	0.02	0.1	-0.01	-0.18	-0.54	-0.21	0.18
Ctnnd1.1	0.08	0.04	-0.12	-0.12	-0.02	-0.07	-0.13	0.06
Higd1a	-0.07	0.02	0.23	0.06	-0.18	-0.05	-0.08	0.01
Mcts1	0.15	0.04	-0.08	0.15	0.09	-0.14	-0.28	0.03
Nckap1	0.03	0.04	0	0.02	0.01	0.01	-0.04	0.05
Map4.1	-0.11	0.04	-0.09	-0.12	-0.03	-0.06	-0.05	-0.02
Ankrd17	0.1	0.02	-0.15	-0.08	-0.01	0.12	-0.26	0.05
Fastkd2	0.07	0.02	0.31	0.07	-0.14	0	-0.37	0.08
Timm9	0.29	0.04	0.33	0.18	0.01	-0.14	1.35	-0.03
Tln1	0.03	0.02	-0.02	0.08	-0.08	-0.06	0.14	0.05
Rps15a	-0.05	0.02	0.04	-0.12	0	-0.11	0.05	-0.03
Sin3a	0.05	0.04	-0.19	0.11	-0.13	0.04	-0.15	-0.06
Esam	0.15	0.02	-0.01	0.31	0	-0.37	0.34	-0.12
Prpf38b	-0.29	0.04	-0.02	-0.07	0.23	0.08	-0.2	-0.05
Ylpm1	-0.12	0.04	-0.3	-0.01	0.12	0.5	0.07	0.03
Emilin2	-0.03	0.02	0.11	-0.36	0.11	-0.17	-0.2	-0.16
Kansl3	0.01	0.04	-0.11	-0.14	-0.04	0.06	-0.3	-0.01
Utp15	-0.16	0.03	-0.37	-0.13	-0.05	-0.01	-0.2	-0.16
Zbtb20	-0.08	0.02	0.28	-0.19	0.01	0.11	-0.2	-0.17
Crip2	0.11	0.03	0.1	0.3	0.33	-0.15	-0.19	-0.09
Raly	-0.09	0.03	-0.2	-0.27	0.02	-0.02	-0.28	0
Zc2hc1a	-0.09	0.02	-0.06	-0.04	-0.16	0.16	-0.41	0.01
Cdh5	0	0.03	-0.12	-0.03	0.03	-0.12	-0.04	0.02
Mut	0.2	0.03	0.1	0.04	0.21	-0.29	-0.09	0.01
Enah	-0.12	0.02	0.06	-0.14	0.06	0.02	0.45	-0.15
Rnf40	-0.08	0.03	0.08	-0.06	0.03	0.16	-0.16	0.02
Numa1	-0.11	0.02	-0.18	-0.21	0.01	0.08	-0.26	-0.11
Nup214	-0.12	0.03	-0.02	-0.21	0.02	0.14	-0.21	-0.1
Cct5	0	0.02	-0.14	-0.17	-0.12	-0.12	0.14	-0.09
Rac1	-0.12	0.03	-0.13	0.05	-0.21	-0.28	-0.06	0.08
Txn	0.24	0.02	0.05	0.16	-0.12	0.15	0.11	-0.09
Safb	-0.12	0.03	-0.24	-0.18	-0.03	0.04	-0.27	-0.04
Alyref	-0.09	0.03	-0.21	-0.25	-0.01	0.08	-0.23	-0.11
Gatad2a	-0.07	0.03	-0.09	-0.14	0	0.16	-0.15	-0.08
Myh9	0.2	0.03	-0.2	0.34	-0.38	-0.13	-0.15	-0.1
Tmem214	0.18	0.02	0.11	-0.08	0.1	-0.06	-0.01	-0.07
Bcap31	0.03	0.02	-0.08	-0.13	-0.04	-0.07	-0.04	0.09
Map3k20	0.19	0.02	0.16	-0.34	-0.2	0.21	-0.14	0.05
Smu1	-0.08	0.03	-0.14	-0.21	0.02	0.1	-0.2	-0.02
Tomm5	0.01	0.02	0.68	0.11	0.36	0.06	0.41	-0.12
Tacc2	-0.1	0.03	0	-0.15	0.09	-0.04	0.19	-0.07
Rab5b	0.29	0.02	0.31	0.17	0.12	-0.14	0.77	-0.24
Fkbp3	-0.04	0.02	-0.06	-0.06	0.06	-0.02	-0.17	0
Actb	0.12	0.02	0.05	0.1	-0.2	-0.01	0	0.03
Ccar2	-0.12	0.02	0.31	-0.13	0.01	0.08	-0.21	-0.18
Srsf7	-0.04	0.02	-0.11	-0.16	0	0	-0.09	-0.17
Mrpl18	0.12	0.02	0.16	0.05	-0.08	0.16	0.35	0.19
Btf3	-0.21	0.03	-0.03	-0.19	0.15	0.03	-0.11	-0.05
Il16	-0.08	0.03	0.14	-0.02	-0.29	-0.1	-0.43	0.07
Ap2s1	-0.04	0.03	0.06	-0.12	0	-0.06	0.12	-0.02
Casz1	-0.24	0.03	-0.22	-0.19	0.07	0.21	-0.39	-0.12
Paqr9	-0.08	0.02	-0.11	0.03	0.12	-0.11	-0.14	0.23
Rp2	-0.16	0.03	0.04	-0.08	-0.16	-0.37	-0.08	-0.15
Lmod1	0.02	0.03	0.08	-0.03	-0.02	-0.2	-0.07	0.15
Hnrnpd	-0.21	0.03	-0.36	-0.39	0.05	-0.07	-0.46	0.02
Sumo1	-0.09	0.02	-0.21	-0.13	0.11	0.12	-0.3	-0.12
Cct7	0.09	0.03	-0.02	-0.08	-0.15	-0.09	0.1	-0.1
Prpf19	-0.06	0.02	-0.17	-0.18	-0.02	0.11	-0.13	0.03
Ablim3	0.08	0.03	-0.12	-0.04	0.01	-0.06	-0.18	0.04
Elmo1	-0.03	0.03	-0.03	-0.04	-0.42	0.12	-0.55	-0.09
Ktn1.1	0.04	0.02	0.01	-0.05	0.04	-0.02	-0.12	-0.06
Bclaf1	-0.01	0.02	-0.04	-0.24	-0.01	0.11	0.14	0.07
Rpn2	0.04	0.03	0.05	0.08	0.08	-0.04	0.04	-0.01
Rap1a	0.05	0.02	0.2	0.16	-0.09	-0.25	0.65	-0.04
Mta1	-0.06	0.03	-0.22	-0.08	0	0.19	-0.14	0.02
Pakap	0.05	0.03	-0.07	-0.05	0	0.02	-0.01	0
Hnrnpll	-0.11	0.02	-0.3	-0.26	0.03	0.01	-0.25	-0.03
Ttc7b	-0.03	0.02	0.09	-0.1	-0.11	-0.11	-0.04	0.05
Nup153	-0.17	0.03	-0.11	-0.25	0.09	0.17	-0.31	-0.05
Itpr1	0.04	0.03	0.08	-0.04	-0.05	-0.06	-0.04	-0.12
Prpsap2	-0.12	0.03	-0.05	0.08	-0.06	-0.4	0.15	-0.32
Smarca4	-0.07	0.03	-0.16	-0.1	0	0.11	-0.19	-0.08
Ilk	0.01	0.03	-0.12	-0.08	-0.1	0.07	-0.17	0.07
Cct2	0.01	0.02	-0.07	-0.14	-0.14	-0.1	0.12	-0.07
Farsa	-0.05	0.03	0.01	-0.06	0.06	-0.08	0.05	-0.06
Mecp2	-0.2	0.03	-0.19	-0.37	-0.03	0.06	-0.42	-0.14
Nop56	-0.13	0.02	-0.17	-0.17	-0.01	0.16	-0.16	-0.07
Nup133	-0.13	0.03	-0.01	-0.09	-0.03	0.11	0	-0.04
Ogdh	0.19	0.02	0.27	0.37	-0.04	-0.16	0.5	-0.06
Dpt	-0.02	0.02	0.06	-0.05	-0.15	-0.22	-0.12	0.12
Elavl1	-0.07	0.02	-0.15	-0.15	0.05	-0.02	-0.25	0
Ccdc124	-0.1	0.03	-0.12	-0.13	0.13	0.05	-0.22	0.03
Mlec	-0.01	0.03	0.18	0.19	0.09	0.01	0.21	-0.05
Nfib	-0.09	0.02	-0.21	-0.27	0.06	0.11	-0.22	-0.11
Rpl38	-0.02	0.02	-0.03	-0.08	-0.02	-0.02	-0.08	0
Hist1h1d	-0.16	0.03	-0.31	-0.4	0.03	0.03	-0.25	-0.1
Dgat1	0.08	0.02	-0.04	0.11	0.01	0.12	0	0.04
Emc8	-0.01	0.03	-0.01	-0.04	0.01	0.05	-0.11	-0.09
Hnrnph3	-0.14	0.03	-0.07	-0.22	0.01	-0.04	-0.29	0.04
Triobp	-0.05	0.02	-0.07	-0.03	-0.01	-0.05	-0.24	0.04
Wbp11	0	0.03	-0.15	-0.13	0.04	0.08	-0.08	-0.02
Snrpf	-0.16	0.03	-0.26	-0.17	-0.13	0.06	-0.19	-0.32
Smtn.1	-0.1	0.02	0.16	-0.14	0	0.18	0.06	0.02
Itm2b	0.06	0.03	-0.13	-0.07	-0.01	0.14	0.24	0.16
Sec63	0.04	0.02	0.09	0.12	-0.09	-0.03	0.1	0.06
Sh3bgrl2	-0.32	0.02	-0.07	0.38	0.2	-0.1	0.19	0.03
Mrps11	-0.07	0.02	-0.14	0.14	-0.11	0.17	0.06	-0.15
Smarcd2	0.19	0.03	-0.05	0.03	0.29	0.1	-0.04	0.07
Hist1h2af	-0.13	0.03	-0.38	-0.39	-0.07	0	-0.36	-0.13
Rps13	-0.07	0.02	0.09	-0.15	-0.02	-0.08	-0.02	-0.04
Fbl	-0.12	0.03	-0.21	-0.23	-0.01	0.16	-0.17	-0.1
Plin4	-0.06	0.03	-0.13	-0.01	0.33	0.01	-0.45	-0.14
Eif4a3	-0.11	0.02	-0.1	-0.19	0	0.03	-0.14	-0.07
Dlst	0.22	0.03	0.3	0.42	-0.02	-0.14	0.83	-0.14
Xrn1	0.43	0.03	0.2	-0.2	0.1	0.18	-0.42	-0.04
Scfd1	0.13	0.03	0.14	-0.01	-0.05	-0.03	0.13	0.07
Nup93	-0.08	0.02	-0.12	-0.14	0.02	0.16	-0.2	-0.09
Golga4	-0.04	0.03	0.06	-0.08	0.17	0.06	0.05	-0.05
Mvp	0.08	0.02	0.11	0.15	-0.07	-0.18	0.05	0.16
Rpl19	-0.05	0.03	-0.06	-0.11	0.01	0	-0.11	-0.05
